user_id,age,height_cm,chest_cm,waist_cm,hips_cm,shoulder_cm,style_preference,occasion,recommended_outfit,gender
U0571,43,157,83,77,94,35,Party,Office,Blazer + Trousers,Female
U0207,13,142,55,62,65,34,Party,Office,Sweatshirt + Jeans,Kid-Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0975,29,161,104,86,105,49,Ethnic,Function,Kurta + Pajama,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U1084,10,120,56,67,73,33,Formal,Party,Hoodie + Track Pants,Kid-Female
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0339,34,115,70,62,60,30,Formal,Function,Dungarees,Female
U0747,4,139,71,65,70,33,Ethnic,Function,Frock,Kid-Female
U0740,5,142,64,54,70,27,Casual,Function,Frock,Kid-Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0666,11,129,55,63,68,30,Casual,Party,Sweatshirt + Jeans,Kid-Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0960,39,140,67,57,70,25,Formal,Wedding,Suit,Female
U0206,40,117,67,51,61,27,Ethnic,Wedding,Suit,Female
U0959,46,181,85,85,91,47,Sporty,School,Kurta + Pajama,Male
U0670,14,109,67,69,57,25,Party,Wedding,Frock,Kid-Female
U0406,7,133,66,69,63,33,Sporty,Function,Sweatshirt + Jeans,Kid-Female
U0919,20,155,84,83,94,44,Formal,Party,Blazer + Trousers,Female
U0840,24,130,68,53,61,28,Party,Wedding,Suit,Female
U0740,5,142,64,54,70,27,Casual,Function,Frock,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U1043,28,163,99,78,97,39,Ethnic,Daily Wear,Denim Jacket + Jeans,Female
U0709,9,110,55,59,73,31,Formal,Office,Dungarees,Kid-Female
U0427,7,147,68,51,66,33,Ethnic,Function,Dungarees,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0708,39,170,85,75,107,41,Casual,Wedding,Suit,Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0536,36,169,97,87,102,42,Traditional,Party,Blazer + Trousers,Male
U0667,34,190,104,95,95,42,Traditional,Wedding,Suit,Male
U0345,22,179,103,84,101,43,Sporty,School,Blazer + Trousers,Male
U0332,39,186,95,79,105,47,Sporty,Wedding,Suit,Male
U0842,5,132,71,53,68,29,Traditional,School,Shirt + Trousers,Kid-Female
U0393,23,167,88,72,109,40,Traditional,Office,Top + Skirt,Female
U0328,60,121,56,56,67,25,Casual,School,Denim Jacket + Jeans,Female
U0812,11,103,68,59,75,31,Party,Party,Sweatshirt + Jeans,Kid-Female
U0212,40,126,58,69,56,25,Sporty,School,Dungarees,Female
U0538,38,167,87,85,107,43,Ethnic,Office,Tunic + Jeans,Female
U0745,48,169,110,98,100,42,Traditional,Party,Blazer + Trousers,Male
U0396,24,165,108,79,94,50,Traditional,Office,Blazer + Trousers,Male
U0557,12,113,74,56,66,30,Party,Office,Dungarees,Kid-Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0788,17,133,67,50,59,35,Sporty,Office,T-shirt + Shorts,Kid-Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0520,50,162,89,73,87,39,Sporty,Wedding,Suit,Female
U0762,51,188,110,87,94,42,Casual,School,Denim Jacket + Jeans,Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0689,58,125,67,63,74,34,Traditional,Office,T-shirt + Shorts,Female
U1083,8,134,71,59,75,28,Sporty,Daily Wear,Hoodie + Track Pants,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0956,15,132,75,52,72,29,Formal,Office,T-shirt + Shorts,Kid-Female
U0028,11,115,66,62,74,28,Traditional,Daily Wear,Frock,Kid-Female
U0331,23,186,107,78,94,50,Casual,Function,Denim Jacket + Jeans,Male
U0006,37,180,100,78,102,44,Casual,Function,Denim Jacket + Jeans,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0830,4,102,58,58,67,33,Sporty,Office,T-shirt + Shorts,Kid-Female
U0252,23,175,94,92,99,45,Casual,Daily Wear,Denim Jacket + Jeans,Male
U0207,13,142,55,62,65,34,Party,Office,Sweatshirt + Jeans,Kid-Female
U0544,32,156,89,77,94,42,Formal,Office,Blazer + Trousers,Female
U0557,12,113,74,56,66,30,Party,Office,Dungarees,Kid-Female
U0779,53,175,93,73,90,37,Ethnic,School,Kurti + Leggings,Female
U0985,53,111,68,65,58,34,Casual,Office,Denim Jacket + Jeans,Female
U0310,30,115,62,70,63,35,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0758,14,103,65,50,66,30,Traditional,Office,Sweatshirt + Jeans,Kid-Female
U0896,39,118,60,62,58,30,Formal,School,Frock,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0269,5,119,58,60,62,26,Sporty,Office,T-shirt + Shorts,Kid-Female
U0264,39,165,102,82,97,49,Sporty,School,Shirt + Jeans,Male
U0568,20,189,88,89,99,50,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0958,43,181,99,91,96,45,Traditional,Party,Blazer + Trousers,Male
U0659,40,167,101,94,96,46,Casual,Party,Denim Jacket + Jeans,Male
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0446,49,157,84,80,91,43,Casual,Office,Denim Jacket + Jeans,Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0787,42,181,108,77,96,49,Traditional,School,T-shirt + Shorts,Male
U0608,37,181,97,90,102,44,Ethnic,Function,Kurta + Pajama,Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0728,6,100,75,61,59,27,Party,Party,Sweatshirt + Jeans,Kid-Female
U0879,10,109,58,67,69,34,Traditional,Office,Frock,Kid-Female
U0698,16,121,71,60,67,25,Traditional,Daily Wear,Sweatshirt + Jeans,Kid-Female
U0620,20,135,66,63,60,30,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0899,21,160,91,87,104,47,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0721,32,123,73,58,62,28,Formal,Function,T-shirt + Shorts,Female
U1026,22,177,109,89,102,48,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0567,29,158,90,77,99,36,Sporty,Wedding,Suit,Female
U0954,16,127,72,69,60,28,Sporty,Wedding,T-shirt + Shorts,Kid-Female
U0462,53,155,100,67,105,42,Sporty,Party,Blazer + Trousers,Female
U0169,39,153,88,70,95,39,Casual,Party,Denim Jacket + Jeans,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0533,23,166,94,77,87,44,Traditional,Office,Lehenga,Female
U0679,18,140,65,53,69,33,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U1009,30,176,96,100,105,49,Casual,School,Denim Jacket + Jeans,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0280,14,112,57,70,57,25,Sporty,Party,Dungarees,Kid-Female
U1012,22,189,97,84,103,44,Casual,Daily Wear,Denim Jacket + Jeans,Male
U1028,25,171,93,94,94,48,Casual,School,Denim Jacket + Jeans,Male
U0382,4,146,64,50,62,26,Formal,Daily Wear,Sweatshirt + Jeans,Kid-Female
U0302,29,171,88,85,104,48,Traditional,Function,Kurta + Pajama,Male
U0722,29,180,108,93,96,42,Ethnic,Wedding,Suit,Male
U0219,22,133,74,64,72,33,Ethnic,Daily Wear,Denim Jacket + Jeans,Female
U0790,23,177,90,83,93,45,Traditional,Function,Kurta + Pajama,Male
U0353,27,108,63,59,73,27,Formal,Party,Blazer + Trousers,Female
U0610,36,179,107,80,85,44,Traditional,Daily Wear,Denim Jacket + Jeans,Male
U0962,55,167,81,66,101,45,Formal,School,Saree,Female
U0383,45,165,88,98,85,42,Traditional,School,Shirt + Jeans,Male
U0956,15,132,75,52,72,29,Formal,Office,T-shirt + Shorts,Kid-Female
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0806,5,102,58,68,73,35,Ethnic,Office,Sweatshirt + Jeans,Kid-Female
U0105,32,151,92,74,104,36,Casual,School,Denim Jacket + Jeans,Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0676,58,155,98,78,94,38,Ethnic,Daily Wear,Denim Jacket + Jeans,Female
U0333,10,144,62,67,66,33,Traditional,School,Shirt + Trousers,Kid-Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0606,31,176,105,78,91,42,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0080,24,158,85,82,89,42,Sporty,Office,Gown,Female
U0471,39,185,87,75,85,47,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U1020,33,189,87,89,85,45,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0540,8,131,63,69,73,27,Casual,Wedding,Frock,Kid-Female
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0427,7,147,68,51,66,33,Ethnic,Function,Dungarees,Kid-Female
U0428,44,123,63,69,70,35,Casual,Wedding,Suit,Female
U0961,15,135,62,61,66,34,Ethnic,School,Shirt + Trousers,Kid-Female
U0600,21,189,95,89,104,49,Casual,Office,Denim Jacket + Jeans,Male
U0270,42,173,105,91,96,43,Formal,Office,Blazer + Trousers,Male
U0046,26,159,83,70,85,38,Sporty,Party,Blazer + Trousers,Female
U0203,30,134,73,53,64,25,Casual,School,Denim Jacket + Jeans,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0412,37,142,70,55,68,27,Formal,School,T-shirt + Shorts,Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0362,5,111,73,58,62,34,Ethnic,Party,T-shirt + Shorts,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0383,45,165,88,98,85,42,Traditional,School,Shirt + Jeans,Male
U0320,43,180,88,92,95,48,Traditional,Wedding,Suit,Male
U0370,38,176,93,84,102,48,Ethnic,Function,Kurta + Pajama,Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0139,36,165,92,84,98,50,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0974,59,167,94,87,104,46,Ethnic,Party,Blazer + Trousers,Male
U0024,42,174,96,78,88,44,Formal,Office,Blazer + Trousers,Male
U0159,36,177,106,94,99,41,Traditional,Function,Suit,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0423,10,112,56,60,62,29,Party,Function,T-shirt + Shorts,Kid-Female
U0539,9,134,70,67,75,29,Traditional,Wedding,Frock,Kid-Female
U0674,27,171,86,67,100,37,Sporty,Wedding,Suit,Female
U0591,38,112,63,56,74,31,Formal,Daily Wear,Denim Jacket + Jeans,Female
U1011,24,166,104,96,89,40,Formal,Office,Blazer + Trousers,Male
U0333,10,144,62,67,66,33,Traditional,School,Shirt + Trousers,Kid-Female
U1086,15,133,69,52,72,31,Ethnic,Party,Hoodie + Track Pants,Kid-Female
U1083,8,134,71,59,75,28,Sporty,Daily Wear,Hoodie + Track Pants,Kid-Female
U1054,37,154,90,65,104,45,Ethnic,Office,Maxi Dress,Female
U0842,5,132,71,53,68,29,Traditional,School,Shirt + Trousers,Kid-Female
U1062,4,116,70,66,60,27,Ethnic,Function,Graphic Tee + Joggers,Kid-Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0557,12,113,74,56,66,30,Party,Office,Dungarees,Kid-Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0030,29,141,72,54,73,31,Party,Function,Blazer + Trousers,Female
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0972,26,161,81,65,104,41,Ethnic,Party,Blazer + Trousers,Female
U0786,48,120,71,50,63,28,Party,Office,Blazer + Trousers,Female
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0376,58,184,105,87,105,49,Party,Function,Blazer + Trousers,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0858,24,188,97,88,99,44,Traditional,Wedding,Suit,Male
U0576,35,176,97,98,102,42,Casual,Daily Wear,Denim Jacket + Jeans,Male
U0076,38,185,96,76,90,48,Formal,School,T-shirt + Shorts,Male
U0735,36,168,87,69,108,36,Ethnic,School,Lehenga,Female
U0400,17,136,66,59,71,25,Ethnic,Party,Frock,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0484,11,137,63,67,62,34,Casual,Function,Frock,Kid-Female
U0516,43,183,101,82,105,45,Traditional,Party,Blazer + Trousers,Male
U0991,34,160,96,84,101,49,Ethnic,Party,Blazer + Trousers,Male
U0577,20,184,105,81,93,43,Party,Office,Blazer + Trousers,Male
U0838,20,181,107,86,88,48,Sporty,School,Kurta + Pajama,Male
U0130,42,141,59,66,55,32,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0577,20,184,105,81,93,43,Party,Office,Blazer + Trousers,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0020,41,156,85,75,93,44,Party,Daily Wear,Denim Jacket + Jeans,Female
U0604,25,154,96,79,101,38,Party,Function,Blazer + Trousers,Female
U0864,51,144,72,58,72,31,Traditional,Daily Wear,Denim Jacket + Jeans,Male
U0819,51,125,64,68,70,25,Traditional,School,Sweatshirt + Jeans,Female
U0180,19,121,68,52,73,33,Sporty,Function,Frock,Female
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0214,41,137,67,59,64,30,Ethnic,Party,Blazer + Trousers,Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0959,46,181,85,85,91,47,Sporty,School,Kurta + Pajama,Male
U0201,24,101,73,55,67,27,Traditional,Party,Blazer + Trousers,Female
U0633,55,163,100,77,94,47,Sporty,School,Blazer + Trousers,Male
U0074,29,115,67,55,73,26,Party,Wedding,Suit,Male
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0467,11,149,59,52,55,29,Ethnic,School,Shirt + Trousers,Kid-Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0657,21,183,90,76,99,45,Casual,Office,Denim Jacket + Jeans,Male
U0330,53,174,97,100,98,42,Traditional,Function,Suit,Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U1081,15,115,71,55,71,28,Traditional,Function,Hoodie + Track Pants,Kid-Female
U1051,46,151,91,77,88,39,Traditional,Wedding,Suit,Female
U0146,55,150,91,73,93,40,Party,Wedding,Suit,Female
U0880,47,187,91,96,104,42,Party,Office,Blazer + Trousers,Male
U0150,37,186,89,85,96,40,Traditional,Office,Blazer + Trousers,Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0565,8,110,72,59,75,34,Sporty,Office,Sweatshirt + Jeans,Kid-Female
U1042,38,163,90,65,88,45,Formal,Function,Crop Top + Palazzo,Female
U0368,26,162,89,91,104,40,Sporty,Party,Blazer + Trousers,Male
U0932,53,109,55,67,66,27,Casual,Wedding,Suit,Female
U0614,53,112,72,68,65,29,Formal,School,Shirt + Trousers,Male
U0977,25,187,88,90,104,47,Casual,School,Denim Jacket + Jeans,Male
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0755,53,130,72,65,58,25,Sporty,Party,Blazer + Trousers,Male
U0118,40,159,92,69,110,39,Party,Office,Blazer + Trousers,Female
U0103,40,166,81,71,109,43,Party,Function,Blazer + Trousers,Female
U0621,8,140,64,64,75,33,Sporty,Function,T-shirt + Shorts,Kid-Female
U0812,11,103,68,59,75,31,Party,Party,Sweatshirt + Jeans,Kid-Female
U0280,14,112,57,70,57,25,Sporty,Party,Dungarees,Kid-Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0191,18,187,103,94,104,40,Ethnic,Party,Blazer + Trousers,Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U1063,11,141,58,68,56,33,Party,Office,Graphic Tee + Joggers,Kid-Female
U1086,15,133,69,52,72,31,Ethnic,Party,Hoodie + Track Pants,Kid-Female
U0399,30,163,84,80,99,36,Party,Party,Blazer + Trousers,Female
U0895,3,108,55,63,70,31,Casual,Daily Wear,Dungarees,Kid-Female
U1081,15,115,71,55,71,28,Traditional,Function,Hoodie + Track Pants,Kid-Female
U1056,26,175,82,84,101,41,Ethnic,Wedding,Suit,Female
U0726,23,169,88,76,89,41,Casual,Office,Denim Jacket + Jeans,Female
U1034,53,170,99,65,105,44,Formal,Wedding,Suit,Female
U0621,8,140,64,64,75,33,Sporty,Function,T-shirt + Shorts,Kid-Female
U0184,3,121,69,56,56,25,Formal,Party,Shirt + Trousers,Kid-Male
U0385,33,141,74,69,58,31,Traditional,Function,Frock,Female
U1060,51,151,93,67,106,35,Ethnic,Daily Wear,Denim Jacket + Jeans,Female
U0673,7,110,73,57,63,25,Sporty,School,Shirt + Trousers,Kid-Female
U1063,11,141,58,68,56,33,Party,Office,Graphic Tee + Joggers,Kid-Female
U0981,45,173,87,69,106,44,Ethnic,Office,Kurti + Leggings,Female
U0593,31,123,75,60,64,29,Formal,School,Frock,Female
U0038,60,175,89,93,90,41,Party,Daily Wear,Denim Jacket + Jeans,Male
U0218,8,149,74,62,65,28,Party,Office,T-shirt + Shorts,Kid-Female
U0096,48,162,93,71,96,45,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0557,12,113,74,56,66,30,Party,Office,Dungarees,Kid-Female
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0403,20,153,97,75,92,37,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0285,29,186,98,77,90,49,Casual,School,Denim Jacket + Jeans,Male
U0433,50,187,90,90,85,40,Sporty,School,Track Pants + Hoodie,Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0306,30,137,75,62,73,25,Traditional,Daily Wear,Denim Jacket + Jeans,Female
U0236,4,129,59,53,64,26,Formal,Office,Sweatshirt + Jeans,Kid-Female
U0269,5,119,58,60,62,26,Sporty,Office,T-shirt + Shorts,Kid-Female
U0707,11,124,59,66,57,34,Ethnic,Daily Wear,T-shirt + Shorts,Kid-Female
U0490,53,170,82,78,108,45,Casual,Wedding,Suit,Female
U0333,10,144,62,67,66,33,Traditional,School,Shirt + Trousers,Kid-Female
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0248,37,176,108,89,101,40,Ethnic,Office,T-shirt + Shorts,Male
U1068,8,141,67,55,71,25,Casual,Office,Graphic Tee + Joggers,Kid-Female
U0485,46,178,86,98,94,40,Party,Daily Wear,Denim Jacket + Jeans,Male
U0042,27,169,89,71,100,40,Formal,School,Tunic + Jeans,Female
U0090,50,188,91,75,85,47,Sporty,School,Shirt + Jeans,Male
U0959,46,181,85,85,91,47,Sporty,School,Kurta + Pajama,Male
U0733,34,122,74,62,55,26,Party,Function,Blazer + Trousers,Female
U1037,59,155,88,82,86,36,Sporty,Party,Blazer + Trousers,Female
U0594,7,138,62,67,68,29,Party,Function,Shirt + Trousers,Kid-Male
U0570,51,190,87,79,89,48,Traditional,Function,Suit,Male
U0140,33,119,62,59,62,31,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0260,11,132,58,53,75,32,Party,Function,Sweatshirt + Jeans,Kid-Female
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0445,6,125,71,67,55,34,Casual,Function,Shirt + Trousers,Kid-Male
U0511,32,173,93,82,107,36,Traditional,Function,Kurti + Leggings,Female
U0269,5,119,58,60,62,26,Sporty,Office,T-shirt + Shorts,Kid-Female
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0579,35,187,88,76,89,43,Party,School,Blazer + Trousers,Male
U0522,3,109,61,58,75,28,Formal,Wedding,Frock,Kid-Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0821,44,151,89,72,108,43,Party,Wedding,Suit,Female
U0008,8,131,71,67,74,30,Party,School,Shirt + Trousers,Kid-Male
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0665,53,146,57,70,73,25,Party,Wedding,Suit,Male
U0873,28,152,81,83,100,45,Formal,Wedding,Suit,Female
U0132,25,108,57,68,69,30,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0747,4,139,71,65,70,33,Ethnic,Function,Frock,Kid-Female
U0058,20,166,81,76,95,37,Sporty,Daily Wear,Denim Jacket + Jeans,Female
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0005,16,117,64,65,63,29,Casual,Office,Shirt + Trousers,Kid-Male
U0079,18,165,110,87,89,42,Sporty,Party,Blazer + Trousers,Male
U0732,46,124,64,59,72,29,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0440,34,163,99,66,102,40,Formal,Daily Wear,Denim Jacket + Jeans,Female
U0369,27,172,89,82,89,45,Ethnic,Function,Kurta + Pajama,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0590,29,170,90,65,101,40,Ethnic,Wedding,Suit,Female
U0405,32,116,65,56,62,27,Casual,Function,Denim Jacket + Jeans,Female
U0015,12,150,71,61,72,28,Casual,Office,Sweatshirt + Jeans,Kid-Female
U0264,39,165,102,82,97,49,Sporty,School,Shirt + Jeans,Male
U1005,58,173,86,80,102,46,Traditional,School,Nehru Jacket + Kurta,Male
U0871,10,149,71,67,56,32,Sporty,Party,Sweatshirt + Jeans,Kid-Female
U0278,27,133,65,55,67,32,Formal,School,Shirt + Trousers,Male
U0560,9,119,72,66,56,30,Ethnic,Wedding,Frock,Kid-Female
U0139,36,165,92,84,98,50,Formal,Daily Wear,Denim Jacket + Jeans,Male
U0350,14,139,71,59,63,25,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U1019,48,162,102,80,95,45,Party,Office,Blazer + Trousers,Male
U0916,41,167,83,77,92,43,Sporty,Party,Blazer + Trousers,Female
U0519,17,133,58,64,74,28,Casual,Wedding,Shirt + Trousers,Kid-Male
U0525,26,171,94,78,93,37,Party,Party,Blazer + Trousers,Female
U0913,3,106,69,69,62,35,Party,School,Shirt + Trousers,Kid-Female
U0431,44,130,59,66,70,35,Formal,Function,Dungarees,Female
U0149,4,146,69,70,73,33,Traditional,Function,Sweatshirt + Jeans,Kid-Female
U1073,52,124,74,58,74,31,Traditional,School,Floral Dress,Female
U0793,48,173,94,79,97,37,Party,Party,Blazer + Trousers,Female
U0498,16,138,57,53,70,31,Casual,Office,Dungarees,Kid-Female
U0406,7,133,66,69,63,33,Sporty,Function,Sweatshirt + Jeans,Kid-Female
U0691,6,141,65,51,59,27,Traditional,Function,T-shirt + Shorts,Kid-Female
U0357,13,115,70,66,55,25,Casual,Daily Wear,Frock,Kid-Female
U0516,43,183,101,82,105,45,Traditional,Party,Blazer + Trousers,Male
U0270,42,173,105,91,96,43,Formal,Office,Blazer + Trousers,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0740,5,142,64,54,70,27,Casual,Function,Frock,Kid-Female
U0144,14,114,66,66,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0852,43,155,88,74,110,42,Ethnic,Function,Kurta + Pajama,Female
U0120,60,180,85,97,88,46,Ethnic,Function,Kurta + Pajama,Male
U0017,3,149,63,63,60,33,Casual,School,Shirt + Trousers,Kid-Male
U0246,3,116,57,68,69,28,Casual,Function,T-shirt + Shorts,Kid-Female
U0727,4,114,70,50,62,33,Sporty,Wedding,Shirt + Trousers,Kid-Male
U0178,44,171,97,93,92,50,Formal,Function,Suit,Male
U0111,6,136,70,65,64,33,Ethnic,Wedding,Shirt + Trousers,Kid-Male
U0073,19,175,100,66,96,42,Traditional,Office,Gown,Female
U0363,33,178,110,98,100,48,Ethnic,Function,Kurta + Pajama,Male
U0427,7,147,68,51,66,33,Ethnic,Function,Dungarees,Kid-Female
U0562,19,149,72,50,70,31,Ethnic,Office,Sweatshirt + Jeans,Female
U0018,16,129,62,70,63,28,Party,Wedding,T-shirt + Shorts,Kid-Female
U0747,4,139,71,65,70,33,Ethnic,Function,Frock,Kid-Female
U0340,50,143,59,50,66,32,Sporty,Daily Wear,Denim Jacket + Jeans,Male
U0408,46,165,86,86,96,49,Traditional,Office,Track Pants + Hoodie,Male
U0588,57,181,93,89,87,50,Sporty,Function,Suit,Male
U0099,21,150,74,62,66,29,Party,Wedding,Suit,Male
U0959,46,181,85,85,91,47,Sporty,School,Kurta + Pajama,Male
U0834,44,166,99,80,110,39,Casual,Function,Denim Jacket + Jeans,Female
U0622,40,185,100,93,105,50,Sporty,Function,Kurta + Pajama,Male
U0255,6,149,57,60,73,33,Ethnic,Party,Shirt + Trousers,Kid-Male
U0751,28,171,88,66,106,38,Casual,Daily Wear,Denim Jacket + Jeans,Female
U0659,40,167,101,94,96,46,Casual,Party,Denim Jacket + Jeans,Male
